Timestamp,Angle in deg
0.0,0.0
0.004999999,0.0
0.009999999,0.0
0.014999999,0.0
0.019999999,0.0
0.025,0.0
0.029999999,0.0
0.035,0.0
0.039999999,0.0
0.045000001,0.0
0.05,0.0
0.054999999,0.0
0.059999998,0.0
0.064999997,0.0
0.07,0.0
0.075000002,0.0
0.079999998,0.0
0.085,0.0
0.090000003,0.0
0.094999998,0.0
0.100000001,0.0
0.104999996,0.0
0.109999999,0.0
0.115000002,0.0
0.119999997,0.0
0.125,0.0
0.129999995,0.0
0.135000005,0.0
0.14,0.0
0.144999995,0.0
0.150000005,0.0
0.155000001,0.0
0.159999996,0.0
0.165000006,0.0
0.170000001,0.0
0.174999997,0.0
0.180000007,0.0
0.185000002,0.0
0.189999997,0.0
0.194999992,0.0
0.200000002,0.0
0.204999998,0.0
0.209999993,0.0
0.215000003,0.0
0.219999998,0.0
0.224999994,0.0
0.230000004,0.0
0.234999999,0.0
0.239999994,0.0
0.245000004,0.0
0.25,0.0
0.254999995,0.0
0.25999999,0.0
0.264999985,0.0
0.27000001,0.0
0.275000005,0.0
0.280000001,0.0
0.284999996,0.0
0.289999991,0.0
0.294999986,0.0
0.300000011,0.0
0.305000007,0.0
0.310000002,0.0
0.314999997,0.0
0.319999992,0.0
0.324999988,0.0
0.330000013,0.0
0.335000008,0.0
0.340000003,0.0
0.344999998,0.0
0.349999994,0.0
0.354999989,0.0
0.360000014,0.0
0.365000009,0.0
0.370000004,0.0
0.375,0.0
0.379999995,0.0
0.38499999,0.0
0.389999985,0.0
0.39500001,0.0
0.400000005,0.0
0.405000001,0.0
0.409999996,0.0
0.414999991,0.0
0.419999986,0.0
0.425000011,0.0
0.430000007,0.0
0.435000002,0.0
0.439999997,0.0
0.444999992,0.0
0.449999988,0.0
0.455000013,0.0
0.460000008,0.0
0.465000003,0.0
0.469999998,0.0
0.474999994,0.0
0.479999989,0.0
0.485000014,0.0
0.490000009,0.0
0.495000004,0.0
0.5,0.0
0.504999995,0.0
0.50999999,0.0
0.514999985,0.0
0.51999998,0.0
0.524999976,0.0
0.529999971,0.0
0.535000026,0.0
0.540000021,0.0
0.545000016,0.0
0.550000011,0.0
0.555000007,0.0
0.560000002,0.0
0.564999997,0.0
0.569999992,0.0
0.574999988,0.0
0.579999983,0.0
0.584999978,0.0
0.589999973,0.0
0.595000028,0.0
0.600000023,0.0
0.605000019,0.0
0.610000014,0.0
0.615000009,0.0
0.620000004,0.0
0.625,0.0
0.629999995,0.0
0.63499999,0.0
0.639999985,0.0
0.64499998,0.0
0.649999976,0.0
0.654999971,0.0
0.660000026,0.0
0.665000021,0.0
0.670000016,0.0
0.675000011,0.0
0.680000007,0.0
0.685000002,0.0
0.689999997,0.0
0.694999992,0.0
0.699999988,0.0
0.704999983,0.0
0.709999978,0.0
0.714999973,0.0
0.720000028,0.0
0.725000023,0.0
0.730000019,0.0
0.735000014,0.0
0.740000009,0.0
0.745000004,0.0
0.75,0.0
0.754999995,0.0
0.75999999,0.0
0.764999985,0.0
0.76999998,0.0
0.774999976,0.0
0.779999971,0.0
0.785000026,0.0
0.790000021,0.0
0.795000016,0.0
0.800000011,0.0
0.805000007,0.0
0.810000002,0.0
0.814999997,0.0
0.819999992,0.0
0.824999988,0.0
0.829999983,0.0
0.834999978,0.0
0.839999973,0.0
0.845000028,0.0
0.850000023,0.0
0.855000019,0.0
0.860000014,0.0
0.865000009,0.0
0.870000004,0.0
0.875,0.0
0.879999995,0.0
0.88499999,0.0
0.889999985,0.0
0.89499998,0.0
0.899999976,0.0
0.904999971,0.0
0.910000026,0.0
0.915000021,0.0
0.920000016,0.0
0.925000011,0.0
0.930000007,0.0
0.935000002,0.0
0.939999997,0.0
0.944999992,0.0
0.949999988,0.0
0.954999983,0.0
0.959999978,0.0
0.964999973,0.0
0.970000028,0.0
0.975000023,0.0
0.980000019,0.0
0.985000014,0.0
0.990000009,0.0
0.995000004,0.0
1.0,44.7623778982968
1.004999995,246.1930818210846
1.00999999,430.8378864403176
1.014999985,570.7203199221582
1.01999998,626.6733042698514
1.024999976,682.6262339573514
1.029999971,654.6497691136013
1.034999966,710.6027534039988
1.039999961,727.3886323102488
1.044999957,716.1980463727488
1.049999952,744.1745112164988
1.054999947,744.1745112164988
1.059999942,738.5792182477488
1.065000057,749.7698041852489
1.070000052,732.9839252789989
1.075000047,738.5792182477488
1.080000042,732.9839252789989
1.085000038,744.1745112164988
1.090000033,744.1745112164988
1.095000028,760.9603901227488
1.100000023,749.7698041852489
1.105000019,744.1745112164988
1.110000014,721.7933393414988
1.115000009,755.3650971539988
1.120000004,749.7698041852489
1.125,755.3650971539988
1.129999995,744.1745112164988
1.13499999,749.7698041852489
1.139999985,738.5792182477488
1.14499998,766.5556830914988
1.149999976,755.3650971539988
1.154999971,732.9839252789989
1.159999966,760.9603901227488
1.164999961,744.1745112164988
1.169999957,755.3650971539988
1.174999952,744.1745112164988
1.179999947,755.3650971539988
1.184999942,732.9839252789989
1.190000057,760.9603901227488
1.195000052,738.5792182477488
1.200000047,732.9839252789989
1.205000042,772.151030720442
1.210000038,755.3650971539988
1.215000033,732.9839252789989
1.220000028,766.5556830914988
1.225000023,755.3650971539988
1.230000019,727.3886323102488
1.235000014,783.3416166579419
1.240000009,738.5792182477488
1.245000004,744.1745112164988
1.25,766.5556830914988
1.254999995,766.5556830914988
1.25999999,744.1745112164988
1.264999985,744.1745112164988
1.26999998,749.7698041852489
1.274999976,721.7933393414988
1.279999971,760.9603901227488
1.284999966,738.5792182477488
1.289999961,755.3650971539988
1.294999957,755.3650971539988
1.299999952,749.7698041852489
1.304999947,732.9839252789989
1.309999942,749.7698041852489
1.315000057,738.5792182477488
1.320000052,727.3886323102488
1.325000047,760.9603901227488
1.330000042,732.9839252789989
1.335000038,749.7698041852489
1.340000033,744.1745112164988
1.345000028,738.5792182477488
1.350000023,738.5792182477488
1.355000019,738.5792182477488
1.360000014,755.3650971539988
1.365000009,766.5556830914988
1.370000004,755.3650971539988
1.375,749.7698041852489
1.379999995,744.1745112164988
1.38499999,738.5792182477488
1.389999985,744.1745112164988
1.39499998,732.9839252789989
1.399999976,744.1745112164988
1.404999971,732.9839252789989
1.409999966,738.5792182477488
1.414999961,721.7933393414988
1.419999957,732.9839252789989
1.424999952,744.1745112164988
1.429999947,732.9839252789989
1.434999942,749.7698041852489
1.440000057,755.3650971539988
1.445000052,721.7933393414988
1.450000047,749.7698041852489
1.455000042,738.5792182477488
1.460000038,744.1745112164988
1.465000033,738.5792182477488
1.470000028,738.5792182477488
1.475000023,727.3886323102488
1.480000019,755.3650971539988
1.485000014,738.5792182477488
1.490000009,727.3886323102488
1.495000004,755.3650971539988
1.5,727.3886323102488
1.504999995,732.9839252789989
1.50999999,744.1745112164988
1.514999985,738.5792182477488
1.51999998,783.3416166579419
1.524999976,744.1745112164988
1.529999971,727.3886323102488
1.534999966,744.1745112164988
